"sku","part_type","attribute_set","type","visibility","status","name","description","manufacturer","part_number","part_number_short","categories","ti_part_sku","interchanges","bill_of_materials","price","quantity","turbo_model","turbo_type","image","media_gallery","kit_type","gasket_type","seal_type","cool_type","turbo_model_name","finder:1","bearing_type","bore_oe","compressor_housing_diameter","compressor_wheel_diameter","design_features","exduce_oa","exducer_oc","hub_length_d","i_gap_max","i_gap_min","inducer_diameter","inducer_oa","inducer_oc","inside_diameter","inside_diameter_max","inside_diameter_min","journal_od","number_of_blades","oil","oil_inlet","oil_outlet","outlet_flange_holes","outside_diameter_max","outside_diameter_min","outside_dim_max","outside_dim_min","overall_diameter","overall_height","oversize_id","piston_ring_diameter","secondary_diameter","shaft_thread_f","standard_size_id","stem_oe","style_compressor_wheel","tip_height_b","water_ports","width_max","width_min","customerprice","group_price:ERP_PL_0","group_price:ERP_PL_1","group_price:ERP_PL_2","group_price:ERP_PL_3","group_price:ERP_PL_4","group_price:ERP_PL_5","group_price:ERP_PL_E","group_price:ERP_PL_R","group_price:ERP_PL_W","tier_price:ERP_PL_0","tier_price:ERP_PL_1","tier_price:ERP_PL_2","tier_price:ERP_PL_3","tier_price:ERP_PL_4","tier_price:ERP_PL_5","tier_price:ERP_PL_E","tier_price:ERP_PL_R","tier_price:ERP_PL_W","application"
"76","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","316677","316677","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S1B","S1B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027229","4027229","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX50","HX50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49171-08010","4917108010","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TCO4-09A,TCO4-09A/5","TCO4","","","","","","","","Mitsubishi,1980,TREDIA|Mitsubishi,1982,COLT|Mitsubishi,1980,CORDIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mitsubishi,1980,TREDIA|Mitsubishi,1982,COLT|Mitsubishi,1980,CORDIA"
"79","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","311293","311293","Manufacturer/KKK;;Part Type/cartridge","","","","","","4LGZ-352/30.21,4LGZ","4LGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","312287","312287","Manufacturer/KKK;;Part Type/cartridge","","","","","","K27-2963N/13.11","K27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","171754","171754","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S200G-80H/33DM-TM/0.80VTF70UU9","S200G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49177-30315","4917730315","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO4-11G/4","TDO4","","","","","","","","BMW,1993,525 TD|BMW,1993,325 TD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BMW,1993,525 TD|BMW,1993,325 TD"
"83","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0115","4332890115","Manufacturer/Garrett;;Part Type/cartridge","6487","2754,3066,3555,3677,4782,5504,6487","[{""sku"":43895,""quantity"":1,""ti_part_sku"":[44663]},{""sku"":44762,""quantity"":1,""ti_part_sku"":[45082]},{""sku"":42213,""quantity"":1,""ti_part_sku"":[42798]},{""sku"":42945,""quantity"":1,""ti_part_sku"":[43798]},{""sku"":45145,""quantity"":1,""ti_part_sku"":[45316]}]","","","GT1546S","GT15","","","","","","","","Seat,2003,Polo TDi|Renault,2005,Megane dCi|Renault,2004,TRAFIC dCi|Opel,1997,Vectra|FORD,1998,Mondeo TD|FORD,1999,FOCUS TD di|Seat,2003,Lupo TDi|FORD,2000,Fiesta TD di|Seat,2003,AROSA TDI|Peugeot,2000,307 HDi|FORD,2000,Focus TDi|Peugeot,1997,406|Citroen,2000,PICASSO HDi|Opel,2000,Vectra 20LC|Volkswagen,2003,POLO TDI|Lancia,1999,ZETA|Peugeot,1999,806 HDi|Fiat,1999,ULYSSE|Citroen,1999,EVASION|Peugeot,2000,206 HDi|Citroen,2000,C5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seat,2003,Polo TDi|Renault,2005,Megane dCi|Renault,2004,TRAFIC dCi|Opel,1997,Vectra|FORD,1998,Mondeo TD|FORD,1999,FOCUS TD di|Seat,2003,Lupo TDi|FORD,2000,Fiesta TD di|Seat,2003,AROSA TDI|Peugeot,2000,307 HDi|FORD,2000,Focus TDi|Peugeot,1997,406|Citroen,2000,PICASSO HDi|Opel,2000,Vectra 20LC|Volkswagen,2003,POLO TDI|Lancia,1999,ZETA|Peugeot,1999,806 HDi|Fiat,1999,ULYSSE|Citroen,1999,EVASION|Peugeot,2000,206 HDi|Citroen,2000,C5"
"84","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","434251-0031","4342510031","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT4294S,GT4294","GT42","","","","","","","","DAF,1999,F85.430|DAF,2002,XF95.380|DAF,2002,CF85.340|DAF,1997,95XF.430|DAF,2002,XF95.430|DAF,1999,CF85.350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DAF,1999,F85.430|DAF,2002,XF95.380|DAF,2002,CF85.340|DAF,1997,95XF.430|DAF,2002,XF95.430|DAF,1999,CF85.350"
"85","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409172-0032","4091720032","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TA3101","TA31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409043-0031","4090430031","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV6114","TV61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","442032-0008","4420320008","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV6302","TV63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","703890-0050","7038900050","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GTA1852V","GT18V","","","","","","","","Renault,2001,AVANTIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Renault,2001,AVANTIME"
"89","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","317472","317472","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S400","S400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3501983","3501983","Manufacturer/Holset;;Part Type/cartridge","","","","","","H2B","H2B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027291","4027291","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40W","HX40W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","VB810011","VB810011","Manufacturer/I.H.I.;;Part Type/cartridge","","","[{""sku"":45270,""quantity"":1,""ti_part_sku"":[45336]},{""sku"":45269,""quantity"":1,""ti_part_sku"":[45336]},{""sku"":42848,""quantity"":1,""ti_part_sku"":[43864]},{""sku"":42847,""quantity"":1,""ti_part_sku"":[43864]}]","","","RHB52-34001NR5BRPL3511EZ","RHB5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5232-710-0050","52327100050","Manufacturer/KKK;;Part Type/cartridge","","","","","","4LGZ-352K25.22","4LGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","317485","317485","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3B","S3B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0103","4332890103","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45145,""quantity"":1,""ti_part_sku"":[45316]},{""sku"":43895,""quantity"":1,""ti_part_sku"":[44663]},{""sku"":44744,""quantity"":1,""ti_part_sku"":[45066]}]","","","GT1544S","GT15","","","","","","","","Opel,2002,ASTRA DTI|Opel,2002,VECTRA DTi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Opel,2002,ASTRA DTI|Opel,2002,VECTRA DTi"
"96","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3523317","3523317","Manufacturer/Holset;;Part Type/cartridge","6541","6541","[{""sku"":45032,""quantity"":1,""ti_part_sku"":[45091]},{""sku"":42225,""quantity"":1,""ti_part_sku"":[42803]},{""sku"":44001,""quantity"":1,""ti_part_sku"":[44705]},{""sku"":42956,""quantity"":1,""ti_part_sku"":[43807]},{""sku"":45284,""quantity"":1,""ti_part_sku"":[45325]}]","","","H1C","H1C","","","","","","","","Dodge,1988,RAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dodge,1988,RAM"
"97","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","IHCAS12","IHCAS12","Manufacturer/I.H.I.;;Part Type/cartridge","6651","6651","","","","RHF4","RHF4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","712401-0026","7124010026","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GTA4502BLS","GT45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","443854-0163","4438540163","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB25","TB25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","184960","184960","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","5MF965","5MF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49173-09600","4917309600","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO25","TDO25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","178189","178189","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S310G082,S310S-080,S310G-080","S310G,S310S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","317359","317359","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3B","S3B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","314287","314287","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S2A","S2A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","6435-710-0132","64357100132","Manufacturer/KKK;;Part Type/cartridge","","","","","","KP35-1570CBK/240.82","KP35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
